TIME,DATE,TC-1,TC-2,TC-3,TC-4,TC-5,TC-6,TC-7,TC-8,TC-9,PRESSURE,HEATER,HEATER SET POINT
14:19:35,04/04/2025,37.0,38.3,37.2,37.2,37.2,31.7,31.4,31.5,30.3,-0.64,45,170
14:19:37,04/04/2025,37.0,38.3,37.2,37.2,37.2,31.7,31.4,31.5,30.3,-0.64,45,170
14:19:40,04/04/2025,37.0,38.3,37.2,37.2,37.2,31.7,31.4,31.5,30.3,-0.64,45,170
14:19:41,04/04/2025,36.8,38.3,37.3,37.2,35.9,31.7,31.4,31.5,30.3,-0.64,45,170
14:19:42,04/04/2025,36.8,38.3,37.3,37.2,35.9,31.8,31.5,31.8,30.3,-0.64,45,170
14:19:46,04/04/2025,36.8,38.3,37.3,37.2,35.9,31.8,31.5,31.8,30.3,-0.64,45,170
14:19:47,04/04/2025,36.8,38.3,37.3,37.2,35.9,31.8,31.5,31.8,30.3,-0.64,45,170
14:19:51,04/04/2025,37.5,39.0,37.6,37.1,36.8,31.8,31.5,31.8,30.3,-0.64,45,170
14:19:53,04/04/2025,37.5,39.0,37.6,37.1,36.8,31.8,31.5,32.6,30.3,-0.63,46,170
14:19:54,04/04/2025,37.5,39.0,37.6,37.1,36.8,31.8,31.5,32.6,30.3,-0.63,46,170
14:19:55,04/04/2025,37.5,39.0,37.6,37.1,36.8,31.8,31.5,32.6,30.3,-0.63,46,170
14:19:57,04/04/2025,37.5,39.0,37.6,37.1,36.8,31.8,31.5,32.6,30.3,-0.63,46,170
14:19:58,04/04/2025,37.8,39.3,37.9,37.6,37.4,31.8,31.5,32.6,30.3,-0.63,46,170
14:19:59,04/04/2025,37.8,39.3,37.9,37.6,37.4,31.8,31.6,32.8,30.4,-0.62,47,170
14:20:02,04/04/2025,37.8,39.3,37.9,37.6,37.4,31.8,31.6,32.8,30.4,-0.62,47,170
14:20:03,04/04/2025,37.8,39.3,37.9,37.6,37.4,31.8,31.6,32.8,30.4,-0.62,47,170
14:20:04,04/04/2025,38.1,39.6,38.1,37.9,37.7,31.8,31.6,32.8,30.4,-0.62,47,170
14:20:05,04/04/2025,38.1,39.6,38.1,37.9,37.7,31.7,31.6,32.7,30.4,-0.62,47,170
14:20:06,04/04/2025,38.1,39.6,38.1,37.9,37.7,31.7,31.6,32.7,30.4,-0.63,47,170
14:20:10,04/04/2025,38.1,39.6,38.1,37.9,37.7,31.7,31.6,32.7,30.4,-0.63,47,170
14:20:11,04/04/2025,38.5,40.0,38.5,38.4,38.1,31.7,31.6,32.7,30.4,-0.63,47,170
14:20:12,04/04/2025,38.5,40.0,38.5,38.4,38.1,31.8,31.6,32.5,30.4,-0.63,47,170
14:20:13,04/04/2025,38.5,40.0,38.5,38.4,38.1,31.8,31.6,32.5,30.4,-0.63,47,170
14:20:15,04/04/2025,38.5,40.0,38.5,38.4,38.1,31.8,31.6,32.5,30.4,-0.63,47,170
14:20:16,04/04/2025,38.7,40.2,38.6,38.5,38.2,31.8,31.6,32.5,30.4,-0.63,47,170
14:20:17,04/04/2025,38.7,40.2,38.6,38.5,38.2,31.8,31.6,32.5,30.3,-0.63,47,170
14:20:18,04/04/2025,38.7,40.2,38.6,38.5,38.2,31.8,31.6,32.5,30.3,-0.64,48,170
14:20:21,04/04/2025,38.7,40.2,38.6,38.5,38.2,31.8,31.6,32.5,30.3,-0.64,48,170
14:20:22,04/04/2025,38.7,40.2,38.6,38.5,38.2,31.8,31.6,32.5,30.3,-0.64,48,170
14:20:23,04/04/2025,39.0,40.5,39.0,38.8,38.5,31.8,31.6,32.5,30.3,-0.64,48,170
14:20:24,04/04/2025,39.0,40.5,39.0,38.8,38.5,31.8,31.6,32.4,30.4,-0.64,48,170
14:20:25,04/04/2025,39.0,40.5,39.0,38.8,38.5,31.8,31.6,32.4,30.4,-0.61,49,170
14:20:28,04/04/2025,39.0,40.5,39.0,38.8,38.5,31.8,31.6,32.4,30.4,-0.61,49,170
14:20:30,04/04/2025,39.0,40.5,39.0,38.8,38.5,31.8,31.6,32.4,30.4,-0.61,49,170
14:20:31,04/04/2025,39.5,41.0,39.4,39.3,38.5,31.8,31.6,32.4,30.4,-0.61,49,170
14:20:32,04/04/2025,39.5,41.0,39.4,39.3,38.9,31.9,31.6,32.3,30.4,-0.62,49,170
14:20:33,04/04/2025,39.5,41.0,39.4,39.3,38.9,31.9,31.6,32.3,30.4,-0.62,49,170
14:20:35,04/04/2025,39.5,41.0,39.4,39.3,38.9,31.9,31.6,32.3,30.4,-0.62,49,170
14:20:36,04/04/2025,39.5,41.0,39.4,39.3,38.9,31.9,31.6,32.3,30.4,-0.62,49,170
14:20:38,04/04/2025,39.9,41.4,39.7,39.5,39.2,31.9,31.6,32.3,30.4,-0.62,49,170
14:20:39,04/04/2025,39.9,41.4,39.7,39.5,39.2,31.8,31.6,32.2,30.4,-0.62,49,170
14:20:40,04/04/2025,39.9,41.4,39.7,39.5,39.2,31.8,31.6,32.2,30.4,-0.62,50,170
14:20:41,04/04/2025,39.9,41.4,39.7,39.5,39.2,31.8,31.6,32.2,30.4,-0.62,50,170
14:20:45,04/04/2025,39.9,41.4,39.7,39.5,39.2,31.8,31.6,32.2,30.4,-0.62,50,170
14:20:46,04/04/2025,40.3,41.8,40.2,40.0,39.2,31.8,31.6,32.2,30.4,-0.62,50,170
14:20:47,04/04/2025,40.3,41.8,40.2,40.0,39.5,31.8,31.6,32.2,30.3,-0.62,50,170
14:20:48,04/04/2025,40.3,41.8,40.2,40.0,39.5,31.8,31.6,32.2,30.3,-0.61,51,170
14:20:53,04/04/2025,40.3,41.8,40.2,40.0,39.5,31.8,31.6,32.2,30.3,-0.61,51,170
14:20:54,04/04/2025,40.3,41.8,40.2,40.0,39.5,31.8,31.6,32.2,30.3,-0.61,51,170
14:20:55,04/04/2025,40.3,41.8,40.2,40.0,39.5,31.8,31.6,32.2,30.3,-0.61,51,170
14:20:56,04/04/2025,40.8,42.3,40.6,40.5,40.1,31.8,31.6,32.2,30.3,-0.61,51,170
14:20:57,04/04/2025,40.8,42.3,40.6,40.5,40.1,32.0,31.6,32.1,30.3,-0.61,51,170
14:20:58,04/04/2025,40.8,42.3,40.6,40.5,40.1,32.0,31.6,32.1,30.3,-0.62,52,170
14:21:00,04/04/2025,40.8,42.3,40.6,40.5,40.1,32.0,31.6,32.1,30.3,-0.62,52,170
14:21:03,04/04/2025,40.8,42.3,40.6,40.5,40.1,32.0,31.6,32.1,30.3,-0.62,52,170
14:21:04,04/04/2025,40.8,42.3,40.6,40.5,40.1,32.0,31.6,32.1,30.3,-0.62,52,170
14:21:05,04/04/2025,41.3,42.8,41.1,41.0,40.5,32.0,31.6,32.1,30.3,-0.62,52,170
14:21:06,04/04/2025,41.3,42.8,41.1,41.0,40.5,31.9,31.7,32.2,30.4,-0.62,52,170
14:21:07,04/04/2025,41.3,42.8,41.1,41.0,40.5,31.9,31.7,32.2,30.4,-0.63,52,170
14:21:08,04/04/2025,41.3,42.8,41.1,41.0,40.5,31.9,31.7,32.2,30.4,-0.63,52,170
14:21:09,04/04/2025,41.3,42.8,41.1,41.0,40.5,31.9,31.7,32.2,30.4,-0.63,52,170
14:21:11,04/04/2025,41.3,42.8,41.1,41.0,40.5,31.9,31.7,32.2,30.4,-0.63,52,170
14:21:12,04/04/2025,41.6,43.1,41.4,41.2,40.9,32.0,31.7,32.2,30.4,-0.63,52,170
14:21:13,04/04/2025,41.6,43.1,41.4,41.2,40.9,32.0,31.7,32.2,30.4,-0.62,53,170
14:21:16,04/04/2025,41.6,43.1,41.4,41.2,40.9,32.0,31.7,32.2,30.4,-0.62,53,170
14:21:17,04/04/2025,41.6,43.1,41.4,41.2,40.9,32.0,31.7,32.2,30.4,-0.62,53,170
14:21:18,04/04/2025,42.0,43.5,41.8,41.2,40.9,32.0,31.7,32.2,30.4,-0.62,53,170
14:21:19,04/04/2025,42.0,43.5,41.8,41.6,41.2,32.0,31.8,32.2,30.4,-0.62,53,170
14:21:21,04/04/2025,42.0,43.5,41.8,41.6,41.2,32.0,31.8,32.2,30.4,-0.62,53,170
14:21:22,04/04/2025,42.0,43.5,41.8,41.6,41.2,32.0,31.8,32.2,30.4,-0.62,54,170
14:21:23,04/04/2025,42.0,43.5,41.8,41.6,41.2,32.0,31.8,32.2,30.4,-0.62,54,170
14:21:27,04/04/2025,42.0,43.5,41.8,41.6,41.2,32.0,31.8,32.2,30.4,-0.62,54,170
14:21:29,04/04/2025,42.6,44.1,42.3,42.2,41.7,32.0,31.8,32.2,30.4,-0.62,54,170
14:21:30,04/04/2025,42.6,44.1,42.3,42.2,41.7,32.0,31.8,32.2,30.5,-0.62,54,170
14:21:31,04/04/2025,42.6,44.1,42.3,42.2,41.7,32.0,31.8,32.2,30.5,-0.62,54,170
14:21:32,04/04/2025,42.6,44.1,42.3,42.2,41.7,32.0,31.8,32.2,30.5,-0.62,54,170
14:21:33,04/04/2025,42.8,44.3,42.3,42.2,41.7,32.0,31.8,32.2,30.5,-0.62,54,170
14:21:34,04/04/2025,42.8,44.3,42.6,42.4,42.0,32.1,31.8,32.2,30.5,-0.62,54,170
14:21:35,04/04/2025,42.8,44.3,42.6,42.4,42.0,32.1,31.8,32.2,30.5,-0.63,54,170
14:21:36,04/04/2025,42.8,44.3,42.6,42.4,42.0,32.1,31.8,32.2,30.5,-0.63,55,170
14:21:38,04/04/2025,42.8,44.3,42.6,42.4,42.0,32.1,31.8,32.2,30.5,-0.63,55,170
14:21:40,04/04/2025,42.8,44.3,42.6,42.4,42.0,32.1,31.8,32.2,30.5,-0.63,55,170
14:21:41,04/04/2025,42.8,44.3,42.6,42.4,42.0,32.1,31.8,32.2,30.5,-0.63,55,170
14:21:42,04/04/2025,43.4,44.9,43.0,42.9,42.4,32.1,31.8,32.2,30.5,-0.63,55,170
14:21:44,04/04/2025,43.4,44.9,43.0,42.9,42.4,32.0,31.9,32.2,30.4,-0.63,55,170
14:21:45,04/04/2025,43.4,44.9,43.0,42.9,42.4,32.0,31.9,32.2,30.4,-0.61,56,170
14:21:46,04/04/2025,43.4,44.9,43.0,42.9,42.4,32.0,31.9,32.2,30.4,-0.61,56,170
14:21:48,04/04/2025,43.4,44.9,43.0,42.9,42.4,32.0,31.9,32.2,30.4,-0.61,56,170
14:21:49,04/04/2025,43.7,45.2,43.3,43.2,42.7,32.0,31.9,32.2,30.4,-0.61,56,170
14:21:51,04/04/2025,43.7,45.2,43.3,43.2,42.7,32.0,31.9,32.2,30.4,-0.6,56,170
14:21:53,04/04/2025,43.7,45.2,43.3,43.2,42.7,32.0,31.9,32.2,30.4,-0.6,56,170
14:21:55,04/04/2025,43.7,45.2,43.3,43.2,42.7,32.0,31.9,32.2,30.4,-0.6,56,170
14:21:57,04/04/2025,44.1,45.6,43.7,43.6,43.1,32.0,31.9,32.2,30.4,-0.6,56,170
14:21:58,04/04/2025,44.1,45.6,43.7,43.6,43.1,32.0,31.8,32.2,30.4,-0.6,56,170
14:21:59,04/04/2025,44.1,45.6,43.7,43.6,43.1,32.0,31.8,32.2,30.4,-0.62,57,170
14:22:03,04/04/2025,44.1,45.6,43.7,43.6,43.1,32.0,31.8,32.2,30.4,-0.62,57,170
14:22:04,04/04/2025,44.5,46.0,44.2,44.1,43.5,32.0,31.8,32.2,30.4,-0.62,57,170
14:22:05,04/04/2025,44.5,46.0,44.2,44.1,43.5,32.1,31.8,32.2,30.4,-0.62,57,170
14:22:06,04/04/2025,44.5,46.0,44.2,44.1,43.5,32.1,31.8,32.2,30.4,-0.61,58,170
14:22:07,04/04/2025,44.5,46.0,44.2,44.1,43.5,32.1,31.8,32.2,30.4,-0.61,58,170
14:22:10,04/04/2025,44.5,46.0,44.2,44.1,43.5,32.1,31.8,32.2,30.4,-0.61,58,170
14:22:11,04/04/2025,44.9,46.4,44.6,44.4,43.9,32.1,31.8,32.2,30.4,-0.61,58,170
14:22:12,04/04/2025,44.9,46.4,44.6,44.4,43.9,32.1,31.9,32.2,30.4,-0.61,58,170
14:22:13,04/04/2025,44.9,46.4,44.6,44.4,43.9,32.1,31.9,32.2,30.4,-0.61,58,170
14:22:15,04/04/2025,44.9,46.4,44.6,44.4,43.9,32.1,31.9,32.2,30.4,-0.61,58,170
14:22:17,04/04/2025,44.9,46.4,44.6,44.4,43.9,32.1,31.9,32.2,30.4,-0.61,58,170
14:22:18,04/04/2025,44.9,46.4,44.6,44.4,43.9,32.1,31.9,32.2,30.4,-0.61,58,170
14:22:19,04/04/2025,45.4,46.9,44.9,44.8,44.2,32.1,31.9,32.2,30.4,-0.61,58,170
14:22:20,04/04/2025,45.4,46.9,44.9,44.8,44.2,32.1,31.9,32.2,30.5,-0.61,58,170
14:22:22,04/04/2025,45.4,46.9,44.9,44.8,44.2,32.1,31.9,32.2,30.5,-0.61,59,170
14:22:23,04/04/2025,45.4,46.9,44.9,44.8,44.2,32.1,31.9,32.2,30.5,-0.61,59,170
14:22:25,04/04/2025,45.4,46.9,44.9,44.8,44.2,32.1,31.9,32.2,30.5,-0.61,59,170
14:22:27,04/04/2025,45.8,47.3,45.4,45.2,44.7,32.2,31.9,32.2,30.5,-0.61,59,170
14:22:28,04/04/2025,45.8,47.3,45.4,45.2,44.7,32.2,31.9,32.1,30.5,-0.61,59,170
14:22:29,04/04/2025,45.8,47.3,45.4,45.2,44.7,32.2,31.9,32.1,30.5,-0.61,59,170
14:22:31,04/04/2025,45.8,47.3,45.4,45.2,44.7,32.2,31.9,32.1,30.5,-0.61,59,170
14:22:32,04/04/2025,45.8,47.3,45.4,45.2,44.7,32.2,31.9,32.1,30.5,-0.61,59,170
14:22:34,04/04/2025,46.2,47.7,45.8,45.6,44.7,32.2,31.9,32.1,30.5,-0.61,59,170
14:22:35,04/04/2025,46.2,47.7,45.8,45.6,45.0,32.1,31.9,32.2,30.5,-0.61,59,170
14:22:36,04/04/2025,46.2,47.7,45.8,45.6,45.0,32.1,31.9,32.2,30.5,-0.61,60,170
14:22:38,04/04/2025,46.2,47.7,45.8,45.6,45.0,32.1,31.9,32.2,30.5,-0.61,60,170
14:22:39,04/04/2025,46.2,47.7,45.8,45.6,45.0,32.1,31.9,32.2,30.5,-0.61,60,170
14:22:40,04/04/2025,46.2,47.7,45.8,45.6,45.0,32.1,31.9,32.2,30.5,-0.61,60,170
14:22:42,04/04/2025,46.6,48.1,46.2,46.1,45.4,32.1,31.9,32.2,30.5,-0.61,60,170
14:22:43,04/04/2025,46.6,48.1,46.2,46.1,45.4,32.1,31.9,32.2,30.4,-0.61,61,170
14:22:46,04/04/2025,46.6,48.1,46.2,46.1,45.4,32.1,31.9,32.2,30.4,-0.61,61,170
14:22:48,04/04/2025,46.6,48.1,46.2,46.1,45.4,32.1,31.9,32.2,30.4,-0.61,61,170
14:22:49,04/04/2025,47.0,48.5,46.6,46.4,45.9,32.3,31.9,32.2,30.4,-0.61,61,170
14:22:50,04/04/2025,47.0,48.5,46.6,46.4,45.9,32.3,31.9,32.2,30.5,-0.61,61,170
14:22:52,04/04/2025,47.0,48.5,46.6,46.4,45.9,32.3,31.9,32.2,30.5,-0.61,61,170
14:22:53,04/04/2025,47.0,48.5,46.6,46.4,45.9,32.3,31.9,32.2,30.5,-0.61,61,170
14:22:54,04/04/2025,47.3,48.8,46.9,46.4,45.9,32.3,31.9,32.2,30.5,-0.61,61,170
14:22:55,04/04/2025,47.3,48.8,46.9,46.8,46.2,32.2,32.0,32.2,30.5,-0.61,61,170
14:22:56,04/04/2025,47.3,48.8,46.9,46.8,46.2,32.2,32.0,32.3,30.5,-0.6,61,170
14:22:57,04/04/2025,47.3,48.8,46.9,46.8,46.2,32.2,32.0,32.3,30.5,-0.6,61,170
14:22:59,04/04/2025,47.3,48.8,46.9,46.8,46.2,32.2,32.0,32.3,30.5,-0.6,61,170
14:23:00,04/04/2025,47.7,49.2,46.9,46.8,46.2,32.2,32.0,32.3,30.5,-0.6,61,170
14:23:01,04/04/2025,47.7,49.2,47.2,47.1,46.5,32.2,32.0,32.3,30.5,-0.6,61,170
14:23:03,04/04/2025,47.7,49.2,47.2,47.1,46.5,32.2,32.0,32.2,30.5,-0.6,62,170
14:23:05,04/04/2025,47.7,49.2,47.2,47.1,46.5,32.2,32.0,32.2,30.5,-0.6,62,170
14:23:09,04/04/2025,47.7,49.2,47.2,47.1,46.5,32.2,32.0,32.2,30.5,-0.6,62,170
14:23:10,04/04/2025,48.2,49.7,47.7,47.6,47.0,32.2,32.0,32.2,30.5,-0.6,62,170
14:23:11,04/04/2025,48.2,49.7,47.7,47.6,47.0,32.3,32.0,32.2,30.5,-0.6,62,170
14:23:13,04/04/2025,48.2,49.7,47.7,47.6,47.0,32.3,32.0,32.2,30.5,-0.6,63,170
14:23:14,04/04/2025,48.2,49.7,47.7,47.6,47.0,32.3,32.0,32.2,30.5,-0.6,63,170
14:23:15,04/04/2025,48.2,49.7,47.7,47.6,47.0,32.3,32.0,32.2,30.5,-0.6,63,170
14:23:17,04/04/2025,48.4,49.9,48.0,47.9,47.3,32.3,32.0,32.2,30.5,-0.6,63,170
14:23:18,04/04/2025,48.4,49.9,48.0,47.9,47.3,32.3,32.1,32.3,30.5,-0.6,63,170
14:23:19,04/04/2025,48.4,49.9,48.0,47.9,47.3,32.3,32.1,32.3,30.5,-0.58,63,170
14:23:21,04/04/2025,48.4,49.9,48.0,47.9,47.3,32.3,32.1,32.3,30.5,-0.58,63,170
14:23:23,04/04/2025,48.9,50.4,48.4,48.3,47.6,32.3,32.1,32.3,30.5,-0.58,63,170
14:23:24,04/04/2025,48.9,50.4,48.4,48.3,47.6,32.3,32.0,32.2,30.5,-0.6,64,170
14:23:25,04/04/2025,48.9,50.4,48.4,48.3,47.6,32.3,32.0,32.2,30.5,-0.6,64,170
14:23:26,04/04/2025,49.1,50.6,48.4,48.3,47.6,32.3,32.0,32.2,30.5,-0.6,64,170
14:23:28,04/04/2025,49.1,50.6,48.6,48.5,47.9,32.3,32.0,32.2,30.5,-0.6,64,170
14:23:29,04/04/2025,49.1,50.6,48.6,48.5,47.9,32.3,32.0,32.2,30.6,-0.59,64,170
14:23:30,04/04/2025,49.1,50.6,48.6,48.5,47.9,32.3,32.0,32.2,30.6,-0.59,64,170
14:23:31,04/04/2025,49.1,50.6,48.6,48.5,47.9,32.3,32.0,32.2,30.6,-0.59,64,170
14:23:33,04/04/2025,49.1,50.6,48.6,48.5,47.9,32.3,32.0,32.2,30.6,-0.59,64,170
14:23:35,04/04/2025,49.5,51.0,48.9,48.8,48.2,32.3,32.0,32.2,30.6,-0.59,64,170
14:23:36,04/04/2025,49.5,51.0,48.9,48.8,48.2,32.3,32.0,32.2,30.6,-0.61,64,170
14:23:37,04/04/2025,49.5,51.0,48.9,48.8,48.2,32.3,32.0,32.2,30.6,-0.61,65,170
14:23:38,04/04/2025,49.5,51.0,48.9,48.8,48.2,32.3,32.0,32.2,30.6,-0.61,65,170
14:23:41,04/04/2025,49.5,51.0,48.9,48.8,48.2,32.3,32.0,32.2,30.6,-0.61,65,170
14:23:43,04/04/2025,49.5,51.0,48.9,48.8,48.2,32.3,32.0,32.2,30.6,-0.61,65,170
14:23:45,04/04/2025,49.5,51.0,48.9,48.8,48.2,32.3,32.0,32.2,30.6,-0.61,65,170
14:23:47,04/04/2025,50.1,51.6,49.7,49.6,48.9,32.3,32.1,32.2,30.6,-0.61,65,170
14:23:48,04/04/2025,50.1,51.6,49.7,49.6,48.9,32.3,32.1,32.3,30.5,-0.59,65,170
14:23:49,04/04/2025,50.1,51.6,49.7,49.6,48.9,32.3,32.1,32.3,30.5,-0.59,65,170
14:23:51,04/04/2025,50.1,51.6,49.7,49.6,48.9,32.3,32.1,32.3,30.5,-0.59,65,170
14:23:52,04/04/2025,50.1,51.6,49.7,49.6,48.9,32.3,32.1,32.3,30.5,-0.59,65,170
14:23:54,04/04/2025,50.5,52.0,50.0,49.9,49.2,32.3,32.1,32.3,30.5,-0.59,65,170
14:23:55,04/04/2025,50.5,52.0,50.0,49.9,49.2,32.3,32.1,32.3,30.5,-0.59,65,170
14:23:56,04/04/2025,50.5,52.0,50.0,49.9,49.2,32.3,32.1,32.3,30.5,-0.59,66,170
14:23:57,04/04/2025,50.5,52.0,50.0,49.9,49.2,32.3,32.1,32.3,30.5,-0.59,66,170
14:23:59,04/04/2025,50.5,52.0,50.0,49.9,49.2,32.3,32.1,32.3,30.5,-0.59,66,170
14:24:00,04/04/2025,50.9,52.4,50.3,50.2,49.7,32.4,32.1,32.3,30.5,-0.59,66,170
14:24:01,04/04/2025,50.9,52.4,50.3,50.2,49.7,32.4,32.2,32.4,30.5,-0.6,66,170
