voltage,current,power,FR[%],Q[W],alpha,beta,P[bar],Te_mean[K],Tc_mean[K],Te_std[K],Tc_std[K],T_pulse[K],TR_train[K/W]
52.3,0.771,40.4,60,40,0,0,0.763,352.63,303.775,273.5586563,274.5721463,353.75,1.2213750000000005
63.8,0.941,60.1,60,60,0,0,0.753,347.33,304.1,273.5586563,274.5223459,352.85,0.7205000000000003
90,1.321,119.1,60,120,90,0,1.883,369.55,363.325,274.8083124,282.5589939,0,0.05187499999999971
63.7,0.941,60,60,60,0,0,0.583,332.39,303.975,273.4786335,274.4445398,352.85,0.4735833333333337
82.3,1.212,99.9,60,100,90,0,1.053,357.47,317.15,274.1409591,279.9151066,371.29,0.40319999999999995
82.3,1.209,99.7,60,100,90,0,1.653,366.01,354.1,273.9703658,288.6712757,371.29,0.11910000000000025
52.3,0.775,40.6,60,40,60,0,0.593,332.57,304.575,273.453315,274.4445398,352.47,0.6998750000000001
63.2,0.932,59,60,60,60,0,0.913,354.29,316.95,274.153992,281.1662335,342.29,0.622333333333333
53.5,0.79,42.4,60,40,30,0,0.813,357.15,304.9,273.65,274.4576697,0,1.30625
63.6,0.94,60,60,60,30,0,0.633,340.75,304.575,273.4891165,274.2374282,351.05,0.6029166666666669
81.7,1.199,98.3,60,100,0,0,0.553,367.99,302.625,273.6529911,274.4185293,363.55,0.6536500000000001
73.6,1.082,79.8,60,80,60,0,1.283,361.31,334,273.8413754,286.4922887,371.51,0.34137500000000004
82.5,1.211,100,60,100,30,0,1.213,361.49,336.575,274.1210819,291.4867345,338.17,0.2491500000000002
83.4,1.23,102.8,60,100,30,0,0.393,339.77,304.875,274.429453,274.2374282,338.17,0.3489499999999998
90.2,1.326,119.9,60,120,90,0,1.503,364.25,348.05,273.9148529,280.1017384,0,0.13500000000000037
89.7,1.319,118.7,60,120,90,0,1.413,360.47,351.85,275.9990349,279.3311542,0,0.07183333333333337
83.3,1.224,102.1,60,100,30,0,0.943,355.75,334.525,274.931853,287.5297021,338.17,0.21225000000000022
89.9,1.314,118.1,60,120,30,0,1.813,377.65,345.65,277.10664,293.6559341,0,0.26666666666666666
64.3,0.944,60.9,60,60,90,0,0.873,353.03,317.5,273.9667007,280.1853867,337.87,0.5921666666666662
89.9,1.326,119.2,60,120,0,0,0.733,321.01,300.9,274.5599645,273.992615,344.51,0.16758333333333345
52,0.773,40.4,60,40,0,0,0.463,312.91,303.95,273.4935113,274.6309907,353.75,0.22399999999999948
73.8,1.082,80,60,80,60,0,1.523,365.69,342.15,274.0843447,281.6998538,371.51,0.29425000000000023
81.3,1.195,97.4,60,100,60,0,1.363,363.07,339.375,274.1534939,281.4346746,362.37,0.23694999999999994
52,0.774,40.4,60,40,90,0,0.473,329.51,305.75,273.4201851,274.4866625,322.31,0.5939999999999998
80.5,1.183,95.4,60,100,60,0,1.503,364.67,348.475,274.0371302,283.4796902,362.37,0.16194999999999993
81.8,1.204,98.8,60,100,0,0,0.543,354.11,302.35,273.5719005,274.3828828,363.55,0.5176000000000005
90.4,1.323,119.8,60,120,30,0,1.733,373.75,344.325,276.722814,294.850288,0,0.24520833333333342
82.3,1.208,99.6,60,100,30,0,1.203,361.15,337.55,273.98666,291.9333259,338.17,0.23600000000000024
82.2,1.217,100.2,60,100,0,0,0.443,325.43,301.35,274.8593859,274.0986833,363.55,0.2408000000000004
89.5,1.317,118.5,60,120,90,0,1.423,363.33,343.7,274.0918068,288.1372168,0,0.1635833333333333
80.6,1.185,95.9,60,100,60,0,1.403,363.11,344.25,274.6985477,276.8187873,362.37,0.18860000000000013
72.4,1.067,77.4,60,80,90,0,1.113,358.21,323.05,274.4081733,286.2070543,314.55,0.43950000000000033
72.2,1.065,77.1,60,80,90,0,1.173,358.67,325.2,274.4849157,285.0354252,314.55,0.4183749999999996
53,0.783,41.6,60,40,30,0,0.733,348.77,304.75,273.929102,274.4280193,0,1.1004999999999996
63.8,0.945,60.4,60,60,90,0,0.423,312.35,305.875,273.634768,274.2404892,337.87,0.10791666666666609
90.5,1.337,120.6,60,120,60,0,0.693,315.21,304.4,274.0177557,273.9886497,333.65,0.09008333333333335
72.1,1.061,76.7,60,80,90,0,1.433,362.45,340.45,275.2392582,292.3911018,314.55,0.275
72.2,1.063,76.7,60,80,90,0,1.303,360.93,336.925,274.2348963,287.3032976,314.55,0.30006249999999995
82.5,1.212,100.1,60,100,90,0,1.533,365.37,353.7,274.0918068,288.522161,371.29,0.11670000000000016
73.9,1.085,80.4,60,80,30,0,1.233,359.91,328.975,274.0405055,293.7752879,335.47,0.3866875
82.8,1.22,101.1,60,100,90,0,0.883,352.19,317,275.2661285,283.1234648,371.29,0.35189999999999944
52.1,0.778,40.6,60,40,90,0,0.433,316.13,305.675,273.5398718,274.5073872,322.31,0.261375000000001
63.8,0.938,59.9,60,60,0,0,0.883,355.21,304.1,273.577785,274.5320275,352.85,0.8518333333333336
74.3,1.089,81.2,60,80,0,0,0.753,364.17,303.4,273.6618594,274.39499,327.27,0.7596249999999998
63.4,0.936,59.4,60,60,60,0,0.793,351.49,316.825,275.0769146,284.4938309,342.29,0.5777500000000003
83.4,1.229,102.7,60,100,30,0,0.433,342.65,304.825,275.5206539,274.3730427,338.17,0.37824999999999986
83,1.227,101.8,60,100,30,0,0.323,327.19,305.175,274.6774161,274.1742884,338.17,0.22015000000000043
81.7,1.198,98,60,100,0,0,0.543,371.75,302.65,273.659902,274.3692894,363.55,0.6910000000000003
52,0.775,40.4,60,40,90,0,0.463,326.79,305.675,273.4201851,274.5024669,322.31,0.5278750000000002
52.4,0.773,40.6,60,40,60,0,0.813,356.81,304.975,273.5537326,274.7,352.47,1.2958749999999994
71.4,1.051,75.3,60,80,90,0,1.433,363.39,343.45,273.9824662,287.8843137,314.55,0.24924999999999997
53,0.785,41.8,60,40,30,0,0.663,343.59,304.575,273.9703658,274.3703142,0,0.9753749999999997
71.9,1.058,76.2,60,80,90,0,1.403,363.07,340.175,274.0257854,282.1745499,314.55,0.2861875000000005
73.1,1.082,79.3,60,80,60,0,0.653,315.63,304.75,273.6264452,274.1632456,371.51,0.13599999999999995
83.4,1.228,102.5,60,100,30,0,0.473,348.23,306.925,276.6517139,276.4245229,338.17,0.4130500000000001
73.9,1.087,80.4,60,80,0,0,0.663,347.35,303.175,273.4816625,274.3730427,327.27,0.5521875000000002
63.3,0.936,59.4,60,60,60,0,0.593,342.89,303.275,273.559878,274.5073872,342.29,0.6602500000000001
82.8,1.216,100.9,60,100,90,0,1.823,370.13,358.275,274.8955658,287.708703,371.29,0.11855000000000018
52,0.775,40.4,60,40,90,0,0.463,327.63,305.725,273.4088436,274.4725606,322.31,0.5476250000000007
63.2,0.94,59.5,60,60,60,0,0.493,314.59,303.3,273.7270615,274.5296135,342.29,0.188166666666667
52.3,0.777,40.7,60,40,30,0,0.493,320.67,303.775,274.1634101,274.1742884,0,0.42237499999999956
91,1.329,121,60,120,60,0,2.363,374.73,367.8,274.747498,284.8736229,333.65,0.05775000000000006
63.6,0.941,60,60,60,30,0,0.623,340.93,304.625,273.5268289,274.2736103,351.05,0.6050833333333325
63.3,0.933,59.1,60,60,60,0,0.913,354.01,315.4,274.2936783,280.352083,342.29,0.6435000000000002
72.7,1.077,78.5,60,80,90,0,0.623,330.61,300.7,273.577785,274.3318065,314.55,0.3738749999999996
82.7,1.232,102.1,60,100,60,0,0.523,308.63,305.275,273.4449576,274.5073872,362.37,0.033550000000000184
53.2,0.788,42,60,40,90,0,0.703,351.25,310.525,274.2431606,278.75855,322.31,1.0181250000000006
52.7,0.781,41.3,60,40,90,0,0.663,349.43,306.225,273.4693744,274.5485111,322.31,1.0801249999999996
52.2,0.779,40.7,60,40,90,0,0.433,311.25,305.675,273.55,274.5073872,322.31,0.13937500000000114
52.1,0.772,40.3,60,40,0,0,0.503,322.75,303.95,273.4582207,274.6219601,353.75,0.4700000000000003
80.6,1.184,95.6,60,100,60,0,1.643,366.99,351.9,274.0405055,290.6471426,362.37,0.1509000000000003
64.1,0.94,60.3,60,60,90,0,0.843,352.97,316.25,273.7130275,276.9058843,337.87,0.6119999999999995
82.6,1.218,100.8,60,100,90,0,0.793,352.55,311.7,274.607738,279.7845058,371.29,0.40849999999999964
73.8,1.085,80.2,60,80,60,0,1.353,362.61,340.525,273.8627412,284.2487612,371.51,0.27606250000000043
83.4,1.225,102.2,60,100,30,0,0.623,354.25,316.05,276.9480258,284.1175278,338.17,0.38200000000000045
64.2,0.943,60.7,60,60,90,0,0.823,353.03,312.525,273.7390671,276.8857507,337.87,0.6750833333333333
64.1,0.942,60.6,60,60,90,0,0.823,353.33,311.675,273.9574652,276.1890514,337.87,0.6942500000000005
82,1.218,100,60,100,60,0,0.583,315.17,305.225,273.759918,274.4725606,362.37,0.09944999999999993
63.7,0.942,60.1,60,60,30,0,0.633,339.75,304.625,273.4891165,274.2031698,351.05,0.5854166666666667
52.2,0.777,40.6,60,40,30,0,0.373,306.45,303.075,273.4415476,273.9761356,0,0.084375
83.4,1.23,102.8,60,100,30,0,0.403,340.93,304.825,274.6389594,274.2736103,338.17,0.3610499999999996
90.4,1.322,119.6,60,120,30,0,1.633,375.37,343.85,276.3220656,295.212487,0,0.262666666666667
52.9,0.784,41.6,60,40,90,0,0.683,350.83,308.025,274.1732302,276.6135002,322.31,1.0701250000000002
72.7,1.077,78.6,60,80,90,0,0.633,331.71,300.7,273.6169047,274.3233144,314.55,0.3876249999999999
82.3,1.218,100.4,60,100,0,0,0.443,324.51,301.375,274.8257088,274.1104686,363.55,0.23134999999999992
82.5,1.213,100.2,60,100,90,0,1.503,365.01,346.925,274.1514989,289.2741796,371.29,0.18085000000000037
63.3,0.935,59.3,60,60,60,0,0.623,347.13,303.325,275.1367058,274.4801002,342.29,0.7300833333333334
89.9,1.324,119.4,60,120,90,0,0.973,355.25,322.7,275.2959264,288.2806532,0,0.2712500000000001
81.5,1.194,97.5,60,100,0,0,0.553,379.09,302.8,273.7004544,274.39499,363.55,0.7629000000000002
53.1,0.786,41.8,60,40,30,0,0.653,342.99,304.525,273.9518728,274.3398879,0,0.9616250000000008
82.5,1.211,100,60,100,30,0,1.203,362.35,336.225,275.3179483,291.406209,338.17,0.26125
81.8,1.205,98.8,60,100,60,0,0.723,348.43,305.25,273.7174504,274.494123,362.37,0.4317999999999995
82.9,1.212,100.6,60,100,0,0,0.633,388.83,306.4,273.8034524,277.2508129,363.55,0.8243
52.5,0.78,41,60,40,30,0,0.513,324.03,303.9,274.1333616,274.2530261,0,0.5032499999999999
73,1.084,79.3,60,80,90,0,0.603,317.25,300.15,273.6295832,274.3610601,314.55,0.21375000000000027
82.4,1.221,100.6,60,100,90,0,0.543,323.61,304.175,273.7607373,274.6430394,371.29,0.19435000000000002
73.7,1.084,80.1,60,80,30,0,0.953,356.53,315.275,275.7542273,282.5897652,335.47,0.5156875
91.1,1.333,121.8,60,120,60,0,2.203,373.57,362.85,273.8963243,288.6117808,333.65,0.08933333333333308
52,0.773,40.3,60,40,90,0,0.513,337.61,305.825,273.4107681,274.4026638,322.31,0.7946250000000006
51.6,0.769,39.7,60,40,60,0,0.503,310.89,304.55,273.647996,274.4306248,352.47,0.1585000000000008
82.2,1.205,99.3,60,100,30,0,1.193,365.39,336.15,275.9037248,291.7934975,338.17,0.2924000000000001
52.8,0.783,41.3,60,40,90,0,0.613,346.91,305.9,273.4292848,274.3869317,322.31,1.0252499999999998
74.4,1.085,80.9,60,80,0,0,0.573,390.95,303.775,273.7458188,274.4393797,327.27,1.0896875000000001
53.1,0.785,41.8,60,40,30,0,0.753,349.95,304.8,273.8392024,274.4576697,0,1.1287500000000008
74.4,1.085,80.9,60,80,0,0,0.563,393.63,303.75,273.7720932,274.4227922,327.27,1.1235
63.1,0.932,59,60,60,60,0,0.703,351.13,305.25,274.3611978,276.5617444,342.29,0.7646666666666666
52.2,0.771,40.3,60,40,0,0,0.653,345.23,303.725,273.4693744,274.543736,353.75,1.0376249999999998
74.4,1.088,81.1,60,80,0,0,0.563,380.35,304.5,273.8095453,274.7634848,327.27,0.9481249999999996
52.6,0.78,41.1,60,40,30,0,0.593,336.71,304.35,274.0405055,274.3610601,0,0.8090000000000004
82.7,1.228,101.5,60,100,0,0,0.383,308.71,300.85,275.0872661,273.9624038,363.55,0.07860000000000014
82,1.216,100,60,100,60,0,0.593,318.27,305.225,273.8655418,274.4725606,362.37,0.13045000000000015
82.8,1.214,100.6,60,100,30,0,1.343,372.99,341.525,282.9791912,291.0365639,338.17,0.3146500000000003
72.8,1.081,78.9,60,80,90,0,0.613,322.37,300.4,273.6857238,274.3233144,314.55,0.27462500000000034
73.8,1.086,80.2,60,80,0,0,0.633,345.39,303.1,273.6222288,274.3233144,327.27,0.5286250000000002
63.8,0.942,60.2,60,60,30,0,0.673,345.37,304.725,273.5063706,274.2736103,351.05,0.6774166666666673
73.7,1.083,80,60,80,30,0,1.043,357.25,322.675,275.5364199,293.5374757,335.47,0.43218750000000056
52.3,0.774,40.5,60,40,60,0,0.643,345.09,304.7,273.454959,274.4576697,352.47,1.0097499999999997
83.2,1.222,101.9,60,100,30,0,0.933,355.05,331.425,273.9531189,287.8270512,338.17,0.23625
73.9,1.086,80.6,60,80,60,0,0.783,348.37,305.475,273.6049725,274.308663,371.51,0.5361875000000005
63.3,0.934,59.3,60,60,60,0,0.773,351.31,313.825,274.5528542,282.3214684,342.29,0.6247499999999993
72.5,1.069,77.8,60,80,90,0,0.863,352.83,313.125,274.9155028,288.3555637,314.55,0.4963124999999998
72.2,1.064,77,60,80,90,0,1.313,361.23,341.375,274.4255391,291.034141,314.55,0.2481874999999995
64.3,0.943,60.7,60,60,90,0,0.833,353.27,316.525,274.0257854,280.1587445,337.87,0.6124166666666667
74.1,1.086,80.4,60,80,60,0,1.113,357.31,320.7,274.7114096,283.1608275,371.51,0.45762499999999945
73.4,1.084,79.8,60,80,30,0,0.523,337.21,301.7,273.7139149,274.5320275,335.47,0.4438749999999999
64.4,0.947,61.1,60,60,90,0,0.563,343.63,306.65,273.5707137,274.494123,337.87,0.6163333333333336
63.5,0.934,59.4,60,60,0,0,0.953,363.17,304.55,273.641935,274.8490193,352.85,0.9770000000000001
90.6,1.324,120.1,60,120,30,0,1.803,375.17,346.975,277.048333,294.108272,0,0.23495833333333327
52,0.768,40.1,60,40,0,0,0.723,348.49,303.7,273.4935113,274.5223459,353.75,1.1197500000000005
63.2,0.932,59,60,60,60,0,0.723,351.13,305.4,274.494247,276.7439764,342.29,0.762166666666667
81,1.191,96.8,60,100,60,0,1.413,363.29,343.7,274.3677849,278.2884174,362.37,0.19589999999999974
90,1.31,118,60,120,0,0,1.153,394.85,311.175,281.9149872,282.6031741,344.51,0.6972916666666668
63.8,0.942,60.3,60,60,90,0,0.463,329.07,306.3,273.6104346,274.4056539,337.87,0.37950000000000067
83.1,1.227,102.2,60,100,30,0,0.343,330.29,305.15,274.4337445,274.1632456,338.17,0.25139999999999985
89.9,1.315,118.4,60,120,0,0,1.313,378.97,302.35,274.0142916,273.8938638,344.51,0.6385000000000001
52.3,0.775,40.6,60,40,60,0,0.613,340.89,304.575,273.4292848,274.4445398,352.47,0.907875
82.7,1.228,101.6,60,100,0,0,0.383,306.15,300.8,275.169901,273.9267453,363.55,0.05350000000000023
63.5,0.936,59.5,60,60,30,0,0.803,353.97,306.6,275.2132499,276.2542981,351.05,0.7895000000000001
63.8,0.944,60.3,60,60,30,0,0.533,324.43,304.025,273.5586563,274.0751126,351.05,0.34008333333333385
51.9,0.768,40,60,40,0,0,0.563,334.93,303.825,273.4183282,274.6160036,353.75,0.7776250000000005
91.1,1.333,121.4,60,120,60,0,2.013,371.47,358.25,274.0286353,289.187664,333.65,0.11016666666666643
90,1.318,118.5,60,120,30,0,1.463,366.45,337.975,275.860166,293.6309464,0,0.23729166666666685
74,1.086,80.7,60,80,60,0,0.963,355.33,306.6,274.5489282,273.5623106,371.51,0.6091250000000002
89.4,1.314,118,60,120,90,0,1.423,362.93,338.925,273.9194154,275.7234218,0,0.20004166666666662
74.3,1.086,80.9,60,80,0,0,0.563,382.63,304.1,273.7800794,274.5223459,327.27,0.9816250000000004
52.5,0.776,40.8,60,40,60,0,0.723,350.59,304.7,273.5347077,274.4576697,352.47,1.1472499999999997
80.6,1.184,95.6,60,100,60,0,1.513,365.09,344.75,274.1055103,281.5329191,362.37,0.20339999999999975
52.2,0.77,40.3,60,40,0,0,0.693,347.11,303.725,273.4380972,274.543736,353.75,1.0846250000000013
73.6,1.085,80,60,80,0,0,0.563,337.65,303.025,273.6977226,274.3370833,327.27,0.4328125
52.1,0.774,40.5,60,40,30,0,0.473,318.17,303.7,274.216302,274.190833,0,0.36174999999999924
52.1,0.77,40.2,60,40,0,0,0.633,344.15,303.8,273.4415476,274.5933757,353.75,1.0087500000000005
64.5,0.951,61.5,60,60,90,0,0.483,330.53,306.35,273.5647288,274.3583046,337.87,0.40300000000000014
64.3,0.943,60.8,60,60,90,0,0.913,354.99,318.725,273.7524948,277.6889977,337.87,0.6044166666666665
52,0.769,40.1,60,40,0,0,0.623,342.95,303.8,273.4582207,274.5933757,353.75,0.9787500000000009
82.3,1.224,100.9,60,100,90,0,0.513,315.19,304.15,273.4935113,274.6309907,371.29,0.1104000000000002
89.1,1.304,116.7,60,120,30,0,1.663,372.71,344.1,276.3877461,293.3626198,0,0.23841666666666678
74.2,1.091,81,60,80,0,0,0.663,348.81,303.175,273.7887488,274.3730427,327.27,0.5704374999999999
90.3,1.33,120.2,60,120,30,0,0.403,323.27,303.3,276.6049964,273.8641428,0,0.1664166666666669
52.9,0.783,41.5,60,40,30,0,0.593,335.99,304.4,273.9973488,274.3289826,0,0.7897499999999994
82,1.206,99.1,60,100,90,0,1.413,364.09,349.275,273.6676872,289.0079896,371.29,0.14814999999999998
89.6,1.311,117.7,60,120,30,0,1.613,372.07,343.3,277.4228211,294.3761631,0,0.23974999999999985
71.4,1.051,75.1,60,80,90,0,1.443,363.71,340.725,274.0234987,283.4709738,314.55,0.2873125000000002
82.7,1.216,100.8,60,100,90,0,1.293,361.23,346.825,274.0142916,286.237494,371.29,0.14404999999999973
83,1.212,100.6,60,100,0,0,0.633,388.49,306.45,273.764817,277.3317062,363.55,0.8203999999999997
73.3,1.084,79.6,60,80,60,0,0.663,316.59,304.85,273.6866563,274.1533278,371.51,0.1467500000000001
91,1.33,121.2,60,120,60,0,2.303,374.69,367.7,274.4664346,282.9671618,333.65,0.0582499999999996
63.7,0.943,60.3,60,60,30,0,0.513,321.91,303.925,273.657937,274.0039126,351.05,0.29975000000000024
73.7,1.081,79.8,60,80,60,0,1.593,366.65,345.225,274.0131338,287.1419918,371.51,0.2678125000000001
83.2,1.22,101.6,60,100,30,0,1.353,369.21,342.225,277.2928251,289.8533679,338.17,0.26985000000000015
71.4,1.051,75.1,60,80,90,0,1.413,363.13,344.625,273.9543631,290.3878218,314.55,0.23131249999999995
72.5,1.069,77.6,60,80,90,0,0.783,350.79,302.225,274.1055103,274.3538134,314.55,0.6070625
89.9,1.316,118.4,60,120,30,0,1.403,372.79,339.6,273.9424645,293.850161,0,0.2765833333333333
53,0.785,41.7,60,40,90,0,0.663,349.63,307.4,273.9728001,275.5974477,322.31,1.0557500000000004
52.5,0.779,40.9,60,40,90,0,0.583,345.11,305.875,273.4709361,274.4445398,322.31,0.9808749999999989
82,1.213,99.7,60,100,60,0,0.623,330.29,305.225,273.826757,274.4801002,362.37,0.25065
71.8,1.057,76.1,60,80,90,0,1.493,363.67,343.825,274.304123,285.8937239,314.55,0.24806249999999963
89.8,1.308,117.7,60,120,0,0,1.263,397.49,309.925,281.6994444,280.570411,344.51,0.7297083333333337
82.6,1.212,100.2,60,100,30,0,1.203,362.45,336.825,275.4138463,291.6859785,338.17,0.25625
83,1.217,101.2,60,100,30,0,1.233,370.17,338.075,273.5063706,289.7436484,338.17,0.3209499999999997
89.9,1.323,119.2,60,120,90,0,1.093,358.01,327.15,275.2351858,287.0474818,0,0.25716666666666677
89.4,1.315,117.4,60,120,90,0,1.413,361.23,351.425,275.3010463,280.6468327,0,0.08170833333333387
73.7,1.084,80.1,60,80,30,0,1.083,357.11,323.875,274.0949868,293.7406735,335.47,0.41543749999999946
91,1.332,121.4,60,120,60,0,1.863,368.37,354.425,274.6917522,285.3836626,333.65,0.11620833333333375
73.6,1.089,80,60,80,30,0,0.473,321.99,301.875,273.7728965,274.5098407,335.47,0.2514375000000001
52,0.769,40,60,40,0,0,0.623,341.97,303.8,273.4274887,274.5933757,353.75,0.9542500000000004
63.2,0.933,59.1,60,60,60,0,0.693,350.99,304.875,274.6376155,276.1404013,342.29,0.7685833333333335
89.8,1.313,118.2,60,120,30,0,1.843,376.67,347.55,276.9145717,293.6287695,0,0.2426666666666667
73.3,1.083,79.5,60,80,60,0,0.673,322.51,304.9,273.6222288,274.1972185,371.51,0.22012500000000018
64.4,0.949,61.3,60,60,90,0,0.513,337.21,306.55,273.577785,274.4306248,337.87,0.5110000000000005
83.1,1.218,101.2,60,100,30,0,1.233,370.29,338,273.896994,290.4629046,338.17,0.32289999999999963
81,1.189,96.3,60,100,60,0,1.543,365.11,348.675,274.9129521,288.9745326,362.37,0.16435000000000058
89.6,1.328,119.4,60,120,90,0,0.613,326.81,304.175,274.0119745,274.5073872,0,0.1886250000000004
64.1,0.94,60.3,60,60,90,0,0.773,351.99,308.5,273.6429503,275.6272296,337.87,0.7248333333333334
89.9,1.323,119.5,60,120,90,0,1.463,362.33,349.125,275.4504347,279.0769863,0,0.11004166666666654
74.2,1.084,80.6,60,80,0,0,0.563,387.89,303.775,273.8155825,274.4393797,327.27,1.0514375
89.8,1.323,119.2,60,120,90,0,1.093,357.31,329.225,275.0055323,289.219303,0,0.2340416666666665
83.5,1.23,102.8,60,100,30,0,0.433,341.43,304.75,275.2528552,274.2901754,338.17,0.3667999999999995
52,0.774,40.4,60,40,90,0,0.473,329.25,305.725,273.4662278,274.4725606,322.31,0.5881250000000009
53.1,0.787,41.9,60,40,90,0,0.723,351.25,310.5,274.2431606,278.7443424,322.31,1.01875
51.6,0.768,39.7,60,40,60,0,0.503,311.77,304.5,273.6104346,274.5296135,352.47,0.18174999999999955
73.5,1.085,80.2,60,80,30,0,0.523,336.19,301.725,273.6429503,274.5556434,335.47,0.4308125000000004
72.3,1.063,76.9,60,80,90,0,1.553,365.01,345.725,274.0708692,290.008702,314.55,0.24106250000000032
90.1,1.321,119.2,60,120,30,0,1.143,363.57,330.6,277.3329415,292.4734745,0,0.2747500000000002
73.4,1.084,79.7,60,80,0,0,0.483,325.19,302.85,273.744138,274.2960076,327.27,0.2792500000000004
52.5,0.775,40.8,60,40,60,0,0.783,350.25,306.7,276.8071847,277.4157551,352.47,1.0887500000000003
72.2,1.064,77.1,60,80,90,0,1.343,361.67,343.85,274.8855115,292.4512953,314.55,0.22274999999999992
81,1.189,96.4,60,100,60,0,1.563,365.83,350.425,274.2394953,288.8995767,362.37,0.1540500000000003
74.3,1.086,80.9,60,80,0,0,0.563,380.99,304.4,273.8731874,274.6698684,327.27,0.9573750000000004
63.1,0.933,59.1,60,60,60,0,0.583,341.31,303.225,273.5281534,274.4801002,342.29,0.6347499999999997
63.8,0.943,60.3,60,60,90,0,0.443,320.21,306,273.672494,274.3233144,337.87,0.23683333333333298
74.4,1.085,80.9,60,80,0,0,0.553,394.33,303.75,273.7720932,274.4227922,327.27,1.1322499999999998
63.5,0.935,59.5,60,60,60,0,1.153,358.95,314.55,273.9654753,279.1755014,342.29,0.7400000000000005
82.6,1.214,100.5,60,100,90,0,1.723,368.79,355.65,274.7571714,289.1279014,371.29,0.13139999999999985
90.4,1.328,120,60,120,90,0,1.703,367.39,354.4,273.7227128,286.1044072,0,0.10825000000000008
82.1,1.213,99.8,60,100,0,0,0.493,338.69,301.8,274.6138989,274.2620552,363.55,0.36890000000000045
52.5,0.776,40.9,60,40,60,0,0.683,349.11,304.675,273.4861547,274.4445398,352.47,1.110875
63.7,0.943,60.1,60,60,30,0,0.553,327.27,304.1,273.6667204,274.0536961,351.05,0.38616666666666694
63.5,0.937,59.5,60,60,30,0,0.813,354.01,306.7,275.1731164,276.4378564,351.05,0.7885000000000001
82.1,1.209,99.5,60,100,60,0,0.803,354.51,312.25,276.7246328,281.8937597,362.37,0.4225999999999999
53.5,0.79,42.4,60,40,30,0,0.813,356.97,304.9,273.6857238,274.4576697,0,1.3017499999999997
89.6,1.318,118.6,60,120,90,0,1.343,358.21,350.325,278.7130927,280.5298713,0,0.06570833333333326
81.9,1.202,98.6,60,100,0,0,0.543,366.87,302.625,273.6995453,274.4185293,363.55,0.6424500000000001
63.2,0.932,59.1,60,60,60,0,1.033,356.65,319.45,273.9624038,281.0138413,342.29,0.6199999999999998
82.8,1.215,100.6,60,100,30,0,1.153,360.93,333.7,275.1037144,290.0324366,338.17,0.2722999999999996
51.6,0.769,39.8,60,40,60,0,0.503,310.89,304.55,273.647996,274.4306248,352.47,0.1585000000000008
72.1,1.061,76.6,60,80,90,0,1.523,364.27,347.9,273.9818654,288.4846014,314.55,0.20462500000000006
