voltage,current,power,FR[%],Q[W],alpha,beta,P[bar],Te_mean[K],Tc_mean[K],Te_std[K],Tc_std[K],T_pulse[K]
51.2,0.757,38.9,60,40,90,30,0.46299999999999986,340.30999999999995,304.97499999999997,273.46304951684994,274.5220422734012,322.60999999999996
63.7,0.95,60.6,60,60,90,0,0.8029999999999999,313.40999999999997,305.92499999999995,273.57190046219455,274.54373598647663,0.0
73.2,1.078,79.1,60,80,90,60,0.813,355.11,321.04999999999995,277.17405268355174,286.5427841267851,341.54999999999995
64.2,0.946,61.0,60,60,90,60,0.7129999999999999,349.61,322.59999999999997,274.0544335243676,287.6092530927431,331.63
0.0,0.0,0.0,60,80,90,30,0.30299999999999994,305.51,302.7,273.4786335345031,274.52234592334923,354.84999999999997
72.3,1.064,76.9,60,80,90,0,1.523,363.90999999999997,348.29999999999995,274.28710157857597,288.56741439628144,347.77
64.3,0.947,61.0,60,60,90,30,0.6629999999999999,349.66999999999996,319.45,275.2277391559096,288.08697872172723,349.99
63.3,0.931,59.0,60,60,90,90,0.7529999999999999,362.73,306.025,277.8634912750529,273.7237304826019,306.53
72.7,1.069,77.9,60,80,90,60,1.023,358.72999999999996,331.34999999999997,274.9463852593472,293.5112376834022,341.54999999999995
64.3,0.948,61.1,60,60,90,60,0.6729999999999998,347.72999999999996,318.275,273.7800793600809,282.41224414851314,331.63
62.9,0.928,58.4,60,60,90,0,1.253,361.28999999999996,310.22499999999997,274.7241664460914,276.1045163168726,0.0
82.0,1.209,99.3,60,100,90,60,0.4829999999999999,340.84999999999997,302.25,273.84641941385917,274.0179477710861,339.42999999999995
73.1,1.074,78.8,60,80,90,30,0.8029999999999999,351.21,322.65,273.7965291950098,284.9304923496431,354.84999999999997
52.2,0.775,40.6,60,40,90,0,0.563,343.69,305.875,273.4380972058177,274.4445398152754,340.30999999999995
64.5,0.953,61.5,60,60,90,30,0.42299999999999993,340.83,305.47499999999997,273.6667204273105,274.5814910641239,349.99
52.3,0.776,40.6,60,40,90,0,0.563,343.95,305.875,273.38452078799116,274.4445398152754,340.30999999999995
90.0,1.323,119.1,60,120,90,0,1.533,364.75,351.72499999999997,274.4897761006974,280.02768129532035,0.0
90.2,1.322,119.4,60,120,90,30,1.133,358.04999999999995,333.825,273.9985281374238,295.54529340434425,0.0
74.4,1.089,81.1,60,80,90,90,1.293,365.46999999999997,334.25,275.31610249064994,286.99990974699836,354.48999999999995
82.3,1.218,100.3,60,100,90,60,0.30299999999999994,315.84999999999997,301.22499999999997,273.79420493633626,273.8051081335678,339.42999999999995
63.1,0.928,58.6,60,60,90,90,0.7729999999999999,368.37,308.42499999999995,273.96975606127677,276.09434486204765,306.53
74.3,1.09,81.1,60,80,90,90,0.7629999999999999,394.39,306.45,348.625181351223,274.24848380355223,354.48999999999995
73.0,1.079,78.8,60,80,90,30,0.35299999999999987,327.95,302.97499999999997,274.38490890352284,274.85953209972786,354.84999999999997
73.4,1.085,79.7,60,80,90,60,0.43299999999999994,335.42999999999995,304.09999999999997,274.5524977718342,274.45256157883864,341.54999999999995
52.2,0.771,40.4,60,40,90,60,0.6929999999999998,350.11,306.42499999999995,273.4709361307176,276.073895802977,349.57
52.2,0.771,40.3,60,40,90,90,0.5229999999999999,346.40999999999997,304.825,273.46304951684994,274.4026638282742,353.92999999999995
90.6,1.337,121.4,60,120,90,90,0.3829999999999999,316.80999999999995,302.84999999999997,273.8662401831788,273.95415587212096,349.03
83.3,1.224,102.2,60,100,90,0,1.6829999999999998,367.72999999999996,357.2,274.5127178724886,286.4802913196474,371.28999999999996
63.0,0.934,59.0,60,60,90,0,0.9729999999999999,348.71,306.34999999999997,273.58358966777354,274.56656862405833,0.0
52.1,0.77,40.3,60,40,90,60,0.7129999999999999,350.71,307.375,273.47863353450305,277.9993126660727,349.57
89.5,1.318,118.2,60,120,90,0,1.2429999999999999,359.31,337.72499999999997,274.67577848982086,286.681044551943,0.0
71.8,1.057,76.2,60,80,90,0,1.543,364.63,348.25,274.0621403400793,289.1801798700659,347.77
52.2,0.772,40.3,60,40,90,60,0.583,343.77,304.65,273.4363564212655,274.42279220613574,349.57
71.9,1.058,76.3,60,80,90,0,1.4529999999999998,363.68999999999994,344.34999999999997,274.15895986045035,286.90330263367065,347.77
74.0,1.083,80.3,60,80,90,90,0.9429999999999998,368.78999999999996,327.59999999999997,274.92848249921104,280.0194977982382,354.48999999999995
89.8,1.315,118.2,60,120,90,30,1.303,364.40999999999997,340.92499999999995,275.42112307020113,291.61047579740745,0.0
52.1,0.77,40.2,60,40,90,90,0.5529999999999999,352.59,305.025,273.49351128074636,274.4026638282742,353.92999999999995
74.1,1.096,81.3,60,80,90,90,0.3729999999999999,311.98999999999995,304.7,273.93294316524253,274.0683318209304,354.48999999999995
64.1,0.944,60.7,60,60,90,30,0.6929999999999998,350.46999999999997,314.04999999999995,274.3487493482793,277.89130783645186,349.99
64.2,0.947,61.0,60,60,90,60,0.573,343.83,308.275,274.51638208419166,275.5,331.63
74.2,1.087,80.9,60,80,90,90,1.283,366.42999999999995,334.45,275.46883591485033,286.3946215498971,354.48999999999995
81.9,1.202,98.6,60,100,90,60,1.153,359.09,339.45,273.98845095265017,285.00608142122286,339.42999999999995
63.1,0.932,58.9,60,60,90,0,1.2329999999999999,361.18999999999994,308.5,273.95808415403343,275.4888031127053,0.0
72.7,1.068,77.7,60,80,90,30,0.8729999999999999,352.99,326.42499999999995,273.7566300355241,286.57544226459595,354.84999999999997
72.5,1.073,77.9,60,80,90,0,0.6329999999999999,335.22999999999996,301.0,273.53987177379236,274.3233143937865,347.77
64.0,0.942,60.4,60,60,90,30,0.7129999999999999,350.25,314.375,274.03881944173156,279.11622437839316,349.99
89.9,1.316,118.6,60,120,90,60,1.7429999999999999,367.71,351.17499999999995,273.78874877690686,288.3046197576844,357.07
62.9,0.929,58.5,60,60,90,0,1.293,363.09,310.25,274.07897793299946,276.1209706606876,0.0
52.2,0.771,40.4,60,40,90,60,0.7029999999999998,350.78999999999996,306.84999999999997,274.2716059914248,277.06322543860347,349.57
72.5,1.071,77.8,60,80,90,0,0.6729999999999998,342.84999999999997,301.34999999999997,273.5623105625617,274.3332159566199,347.77
90.0,1.321,119.1,60,120,90,60,1.043,356.54999999999995,337.29999999999995,273.86063352017754,291.9248945847018,357.07
82.6,1.212,100.3,60,100,90,30,1.093,357.77,327.95,274.02005746936624,294.457432193173,329.90999999999997
71.9,1.058,76.2,60,80,90,0,1.3929999999999998,363.15,339.42499999999995,274.2293516572461,281.7516955692855,347.77
74.2,1.092,81.1,60,80,90,90,0.4929999999999999,331.178,305.275,280.64859453497786,274.1104686356149,354.48999999999995
82.3,1.209,99.6,60,100,90,60,0.9729999999999999,354.65,338.525,274.0303408430829,286.08841180361793,339.42999999999995
89.7,1.318,118.4,60,120,90,30,0.6429999999999999,345.83,314.59999999999997,273.83337398253076,283.4110915598682,0.0
90.0,1.316,118.6,60,120,90,30,1.563,367.77,349.4,275.19254742906986,286.7604126804933,0.0
82.2,1.207,99.4,60,100,90,60,1.063,360.37,333.275,275.54102488485586,293.4701665019425,339.42999999999995
50.6,0.747,37.9,60,40,90,30,0.5529999999999999,351.60999999999996,305.29999999999995,273.52815340802374,274.46021626713554,322.60999999999996
64.4,0.956,61.7,60,60,90,0,0.8629999999999999,331.80999999999995,306.09999999999997,273.5659326868617,274.52234592334923,0.0
62.7,0.927,58.2,60,60,90,0,1.063,355.92999999999995,306.59999999999997,273.5824349662088,274.46021626713554,0.0
71.5,1.052,75.5,60,80,90,0,1.4529999999999998,363.92999999999995,337.275,273.7432958789676,283.58276090016443,347.77
82.2,1.206,99.4,60,100,90,90,0.7629999999999999,359.71,306.97499999999997,273.9393034904268,274.60688022843334,363.90999999999997
62.2,0.918,57.2,60,60,90,0,1.403,364.53,317.84999999999997,273.70856960175075,277.34126074906663,0.0
82.7,1.214,100.4,60,100,90,30,1.093,357.80999999999995,328.325,273.94561297123664,295.20151166398045,329.90999999999997
52.2,0.772,40.4,60,40,90,60,0.5529999999999999,343.30999999999995,304.59999999999997,273.4201851217221,274.39498995979886,349.57
63.0,0.934,59.1,60,60,90,90,0.5429999999999999,328.07,303.525,273.4771085446759,274.07150239645193,306.53
90.8,1.326,120.9,60,120,90,90,0.6729999999999998,371.71,316.45,275.131918262694,283.6790075505719,349.03
74.3,1.088,81.0,60,80,90,90,1.273,364.61,333.95,274.78493119121265,286.7360222287467,354.48999999999995
52.1,0.776,40.6,60,40,90,0,0.46299999999999986,326.04999999999995,305.7,273.48911649915624,274.45256157883864,340.30999999999995
64.2,0.949,61.0,60,60,90,60,0.46299999999999986,338.10999999999996,304.42499999999995,273.5537325847637,274.14121138007994,331.63
90.4,1.336,120.8,60,120,90,60,0.33299999999999985,314.33,302.125,273.83337398253076,273.75759087111857,357.07
52.0,0.768,40.0,60,40,90,60,0.6729999999999998,348.95,306.375,273.48911649915624,275.0862764954073,349.57
63.7,0.949,60.6,60,60,90,0,0.813,318.72999999999996,305.97499999999997,273.64699094559154,274.57916059279563,0.0
72.5,1.069,77.8,60,80,90,0,0.833,352.21,304.95,274.33448300958685,277.06322543860347,347.77
63.6,0.948,60.4,60,60,90,0,0.813,316.89,305.97499999999997,273.5949719092257,274.57916059279563,0.0
0.0,0.0,0.0,60,80,90,30,0.31299999999999994,305.60999999999996,302.72499999999997,273.4786335345031,274.54373598647663,354.84999999999997
89.6,1.319,118.8,60,120,90,0,1.323,361.46999999999997,342.59999999999997,274.2233126291999,282.99835011562845,0.0
81.9,1.202,98.6,60,100,90,90,0.7429999999999999,354.51,306.72499999999997,274.4588162590677,274.24048918686367,363.90999999999997
82.8,1.216,100.8,60,100,90,0,1.7229999999999999,367.75,358.15,274.2177078252031,286.1101954717769,371.28999999999996
64.0,0.943,60.5,60,60,90,30,0.6529999999999999,352.63,313.025,273.59384682042344,278.15291581646807,349.99
64.1,0.945,60.9,60,60,90,60,0.7229999999999999,349.34999999999997,319.09999999999997,273.7541522986797,280.48280301112743,331.63
74.4,1.089,81.1,60,80,90,90,0.9129999999999999,369.80999999999995,319.17499999999995,274.2490905331227,278.85752427356493,354.48999999999995
82.4,1.205,99.4,60,100,90,90,1.383,372.84999999999997,342.04999999999995,277.5391912694709,290.5616819022938,363.90999999999997
63.6,0.95,60.6,60,60,90,0,0.7929999999999999,310.92999999999995,305.95,273.45331501776207,274.557124727947,0.0
82.9,1.216,101.0,60,100,90,30,1.1629999999999998,360.92999999999995,329.75,274.57021125189175,289.5526420636026,329.90999999999997
74.1,1.085,80.3,60,80,90,90,1.2329999999999999,365.01,335.34999999999997,276.95565368892125,283.88157335467014,354.48999999999995
52.7,0.781,41.2,60,40,90,0,0.6529999999999999,348.33,306.025,274.35291313069564,274.4700378782444,340.30999999999995
90.2,1.334,120.5,60,120,90,0,0.6529999999999999,336.92999999999995,304.22499999999997,273.9967585252006,274.48010024684856,0.0
71.8,1.057,75.9,60,80,90,0,1.543,364.78999999999996,348.09999999999997,274.0461026726888,288.5784369482675,347.77
73.0,1.077,78.7,60,80,90,30,0.3729999999999999,333.93,302.825,273.8759476565152,274.62054411698523,354.84999999999997
81.9,1.204,98.8,60,100,90,30,0.9329999999999999,354.63,325.575,274.0229261137118,290.07165772021165,329.90999999999997
74.4,1.091,81.3,60,80,90,90,0.7229999999999999,356.95,306.5,274.8529386365926,274.1972185381603,354.48999999999995
82.6,1.213,100.3,60,100,90,30,1.073,357.34999999999997,325.375,274.0131338250816,289.54519746755125,329.90999999999997
82.1,1.207,99.2,60,100,90,60,0.8929999999999999,352.77,330.15,274.0229261137118,289.0651919037545,339.42999999999995
74.2,1.088,80.9,60,80,90,90,0.7629999999999999,367.78999999999996,306.825,282.03780062782687,274.05323492698926,354.48999999999995
64.3,0.948,61.0,60,60,90,30,0.44299999999999995,353.90999999999997,305.59999999999997,273.64295030175464,274.5887494569938,349.99
72.1,1.062,76.6,60,80,90,0,1.503,363.36999999999995,346.5,274.6049914089093,287.72452114707943,347.77
84.0,1.234,103.8,60,100,90,0,1.763,368.33,363.4,274.80589854761695,282.9851410767716,371.28999999999996
74.1,1.084,80.4,60,80,90,90,1.003,366.57,330.97499999999997,276.95880558705744,279.17570881031156,354.48999999999995
82.1,1.204,98.9,60,100,90,60,1.293,361.33,344.125,273.9667006795638,290.22188234105033,339.42999999999995
83.9,1.233,103.4,60,100,90,0,1.6829999999999998,367.16999999999996,362.09999999999997,274.87394895516076,284.4402612901562,371.28999999999996
64.2,0.948,61.0,60,60,90,30,0.45299999999999985,349.39,305.575,273.5777849927241,274.6385675440951,349.99
64.2,0.947,60.9,60,60,90,60,0.7229999999999999,349.51,320.575,273.8969939758793,282.62571457287873,331.63
64.5,0.95,61.4,60,60,90,60,0.7629999999999999,350.54999999999995,320.15,273.7824555320336,279.66664535375884,331.63
72.2,1.063,76.8,60,80,90,0,1.513,363.71,348.525,274.1055103348473,288.34328250686247,347.77
89.7,1.314,118.0,60,120,90,30,1.3729999999999998,364.54999999999995,343.9,275.1298989873223,289.4641043272378,0.0
73.8,1.082,80.0,60,80,90,90,0.6529999999999999,348.40999999999997,305.92499999999995,274.52767920794355,274.07511260575853,354.48999999999995
90.5,1.324,119.8,60,120,90,60,1.763,367.96999999999997,352.45,274.14599196783905,287.97273029280814,357.07
64.1,0.946,60.7,60,60,90,60,0.7129999999999999,348.92999999999995,321.025,273.87249567472753,282.2795764779461,331.63
72.6,1.066,77.3,60,80,90,30,0.8529999999999999,353.19,329.375,273.80802735505443,291.6697867158345,354.84999999999997
90.4,1.326,120.1,60,120,90,60,1.153,361.53,334.54999999999995,274.9394133116751,295.43093355315256,357.07
89.9,1.329,119.8,60,120,90,30,0.3629999999999999,314.95,303.29999999999995,273.8745688373094,274.0004900548115,0.0
72.2,1.063,76.7,60,80,90,0,1.273,360.06999999999994,335.825,274.6220733677368,286.9367992417868,347.77
89.7,1.313,117.8,60,120,90,30,1.5829999999999997,366.16999999999996,350.54999999999995,273.59384682042344,289.60741980587073,0.0
82.1,1.208,99.2,60,100,90,30,0.6929999999999998,348.16999999999996,310.125,274.1434787365616,277.9516490222978,329.90999999999997
74.2,1.087,80.8,60,80,90,90,0.9629999999999999,370.96999999999997,312.125,274.88695135222605,276.35559406870755,354.48999999999995
52.0,0.775,40.3,60,40,90,0,0.44299999999999995,321.42999999999995,305.67499999999995,273.46144823004795,274.5073871960498,340.30999999999995
90.5,1.324,120.1,60,120,90,90,0.6229999999999999,364.53,304.45,274.37556109598825,273.505902608401,349.03
90.1,1.329,119.7,60,120,90,0,0.8429999999999999,353.59,304.275,273.8936396977031,274.5073871960498,0.0
62.6,0.924,57.9,60,60,90,0,1.3929999999999998,363.84999999999997,322.54999999999995,273.965475321515,277.9326073781289,0.0
74.2,1.087,80.8,60,80,90,90,1.303,366.95,334.375,274.8588007490635,286.3329119190969,354.48999999999995
73.3,1.078,79.0,60,80,90,60,0.9129999999999999,356.61,332.29999999999995,277.35511593181445,292.02476269166493,341.54999999999995
73.3,1.093,80.3,60,80,90,0,0.573,306.04999999999995,299.72499999999997,273.38452078799116,274.3454775893619,347.77
82.3,1.21,99.8,60,100,90,0,1.6229999999999998,367.51,351.22499999999997,274.49833230325464,293.1512291288977,371.28999999999996
73.7,1.091,80.6,60,80,90,60,0.3929999999999999,327.71,304.025,274.2581516141756,274.41062153982335,341.54999999999995
91.0,1.329,120.8,60,120,90,90,0.7129999999999999,371.11,320.22499999999997,276.1438269823087,286.7348874366579,349.03
63.4,0.933,59.3,60,60,90,90,0.7829999999999999,364.99,305.0,273.6628352561983,274.32046999107195,306.53
90.1,1.32,119.1,60,120,90,60,1.323,366.54999999999995,338.775,275.20791156272566,294.0804204448931,357.07
0.0,0.0,0.0,60,100,90,90,0.32299999999999995,308.87,305.22499999999997,273.4274887385102,274.8080611166862,363.90999999999997
52.4,0.775,40.7,60,40,90,60,0.5329999999999999,341.13,304.525,273.4363564212655,274.4026638282742,349.57
82.3,1.209,99.6,60,100,90,0,1.6429999999999998,367.30999999999995,352.09999999999997,274.0896807968667,292.39309399932,371.28999999999996
64.2,0.947,60.9,60,60,90,60,0.603,346.01,313.375,274.1930723848324,277.9244982284354,331.63
51.2,0.755,38.8,60,40,90,30,0.46299999999999986,337.53,304.65,273.4363564212655,274.361060141639,322.60999999999996
82.3,1.219,100.5,60,100,90,60,0.32299999999999995,314.53,301.17499999999995,273.76806148561445,273.83495741960115,339.42999999999995
74.1,1.086,80.6,60,80,90,90,1.253,364.83,333.025,275.9539258192755,285.5638028017203,354.48999999999995
89.7,1.314,118.1,60,120,90,30,1.283,362.83,341.0,275.0253666308218,291.7583314673831,0.0
64.1,0.945,60.7,60,60,90,60,0.7229999999999999,349.16999999999996,321.625,273.4771085446759,283.6895683023547,331.63
89.7,1.313,117.9,60,120,90,30,1.6229999999999998,366.28999999999996,348.45,273.7965291950098,288.93416928444447,0.0
72.2,1.064,77.0,60,80,90,0,1.263,359.45,337.2,275.08261480900876,291.80949266905895,347.77
74.3,1.088,81.0,60,80,90,90,1.353,365.27,334.625,275.1266132651583,286.22985091658154,354.48999999999995
63.5,0.935,59.3,60,60,90,90,0.7229999999999999,357.51,304.84999999999997,273.6327007354459,274.2177078252031,306.53
64.1,0.95,61.0,60,60,90,30,0.32299999999999995,323.42999999999995,305.59999999999997,273.5824349662088,274.52234592334923,349.99
64.1,0.948,60.8,60,60,90,30,0.35299999999999987,330.28999999999996,305.45,273.5537325847637,274.55949163412436,349.99
82.2,1.207,99.5,60,100,90,60,0.7729999999999999,356.78999999999996,318.95,276.3714903383372,280.8298437484105,339.42999999999995
64.2,0.946,60.8,60,60,90,60,0.7029999999999998,349.63,318.0,273.9354934754662,279.2756292193809,331.63
82.0,1.205,99.0,60,100,90,0,1.4729999999999999,364.03,351.25,274.1359006035093,288.99844892515773,371.28999999999996
90.2,1.332,120.5,60,120,90,60,0.3829999999999999,326.01,302.525,273.9265307463327,273.8865459931328,357.07
82.7,1.22,100.8,60,100,90,0,0.6429999999999999,348.21,304.275,273.6819774431308,274.5721462653328,371.28999999999996
64.3,0.955,61.7,60,60,90,0,0.8629999999999999,332.03,306.09999999999997,273.57071367935924,274.52234592334923,0.0
90.2,1.323,119.5,60,120,90,30,0.9029999999999999,353.49,318.65,273.70497747702046,284.63041811085293,0.0
64.2,0.946,60.8,60,60,90,60,0.7229999999999999,349.96999999999997,321.0,273.6763078946776,284.80632875308515,331.63
72.7,1.078,78.7,60,80,90,0,0.6229999999999999,330.60999999999996,300.67499999999995,273.5777849927241,274.30866302262564,347.77
83.1,1.218,101.2,60,100,90,30,1.4829999999999999,364.90999999999997,349.67499999999995,274.18101891350256,286.32886565680064,329.90999999999997
90.1,1.323,119.4,60,120,90,0,1.9329999999999998,369.54999999999995,362.7,274.45,282.9864966663272,0.0
64.3,0.947,61.0,60,60,90,60,0.6829999999999998,348.42999999999995,318.29999999999995,273.730517010948,283.00038070330277,331.63
73.3,1.092,80.3,60,80,90,0,0.573,308.31,299.825,273.500713558335,274.2854147553501,347.77
52.1,0.778,40.6,60,40,90,0,0.43299999999999994,313.51,305.65,273.57190046219455,274.557124727947,340.30999999999995
72.4,1.066,77.3,60,80,90,0,1.1429999999999998,357.65,323.84999999999997,274.82779617355624,285.8427800999886,347.77
89.7,1.314,118.0,60,120,90,30,1.613,366.49,350.29999999999995,274.0119744775804,288.56135944684956,0.0
64.2,0.95,61.1,60,60,90,60,0.42299999999999993,333.37,304.575,273.54623225512313,274.0155441448399,331.63
51.2,0.756,38.8,60,40,90,30,0.42299999999999993,331.46999999999997,304.45,273.45331501776207,274.2901754250991,322.60999999999996
82.7,1.213,100.4,60,100,90,30,1.3729999999999998,365.23,337.92499999999995,275.1379637823662,296.01429166480636,329.90999999999997
64.3,0.949,61.2,60,60,90,30,0.45299999999999985,346.19,305.525,273.58931765272973,274.60229703114294,349.99
73.0,1.073,78.4,60,80,90,60,0.9729999999999999,357.11,327.325,274.9186152775547,287.21067210342375,341.54999999999995
64.3,0.948,61.0,60,60,90,60,0.6929999999999998,348.51,317.84999999999997,273.73566201857386,282.27176883431423,331.63
52.2,0.77,40.3,60,40,90,60,0.6929999999999998,350.33,306.7,273.49928498393143,276.6184290392049,349.57
89.8,1.315,118.3,60,120,90,60,1.693,367.27,350.97499999999997,273.9605553651664,289.0113524013559,357.07
52.0,0.768,40.0,60,40,90,90,0.5529999999999999,352.99,305.125,273.5146916505762,274.4700378782444,353.92999999999995
52.5,0.777,40.8,60,40,90,90,0.42299999999999993,331.19,304.075,273.33165902124586,274.17428837085396,353.92999999999995
81.9,1.203,98.6,60,100,90,30,0.9229999999999999,354.01,329.5,273.5347076812334,295.1982047644095,329.90999999999997
52.5,0.777,40.9,60,40,90,90,0.44299999999999995,332.60999999999996,304.125,273.3573644135333,274.212622541953,353.92999999999995
74.2,1.089,81.0,60,80,90,90,0.7729999999999999,363.40999999999997,306.525,274.3820714265009,274.1807764064044,354.48999999999995
73.0,1.073,78.3,60,80,90,30,0.8029999999999999,352.65,324.125,274.70080624192707,286.4887593126197,354.84999999999997
74.2,1.086,80.7,60,80,90,90,1.313,366.01,335.67499999999995,275.26494680784174,286.7789825983698,354.48999999999995
71.5,1.052,75.6,60,80,90,0,1.4429999999999998,363.53,339.59999999999997,273.78403469936586,283.2562686816978,347.77
71.7,1.055,75.8,60,80,90,0,1.403,362.65,343.625,273.7784902544988,283.5747701813197,347.77
82.0,1.203,98.8,60,100,90,60,1.1829999999999998,358.99,343.4,274.42397017233526,286.2624622655955,339.42999999999995
81.9,1.202,98.5,60,100,90,60,1.1429999999999998,358.98999999999995,341.67499999999995,273.52815340802374,288.706858080388,339.42999999999995
64.4,0.956,61.7,60,60,90,60,0.32299999999999995,318.81,303.7,274.64097283677467,274.12467943448087,331.63
63.2,0.942,59.7,60,60,90,90,0.34299999999999986,302.57,302.04999999999995,273.4771085446759,273.69772255750513,306.53
71.8,1.057,76.3,60,80,90,0,1.543,364.81,348.075,273.83774995456196,288.59223105642445,347.77
82.7,1.213,100.5,60,100,90,30,1.333,362.66999999999996,336.17499999999995,274.01429161745324,295.5876729334097,329.90999999999997
63.5,0.934,59.3,60,60,90,90,0.7829999999999999,362.42999999999995,305.0,273.6569516742254,274.18440804327884,306.53
74.1,1.084,80.4,60,80,90,90,0.9529999999999998,364.40999999999997,326.25,277.52755639598166,278.8502923901615,354.48999999999995
72.3,1.064,77.2,60,80,90,0,1.333,361.33,340.54999999999995,274.44499034745434,290.5532564002641,347.77
81.8,1.197,98.0,60,100,90,90,1.4529999999999998,371.30999999999995,343.25,278.63114951447227,290.4622307439952,363.90999999999997
64.5,0.953,61.5,60,60,90,30,0.4129999999999999,340.33,305.47499999999997,273.46144823004795,274.5814910641239,349.99
52.2,0.774,40.5,60,40,90,60,0.4929999999999999,329.84999999999997,304.125,273.40495097567964,274.27361025271216,349.57
64.2,0.945,60.7,60,60,90,30,0.7229999999999999,350.27,313.775,273.8110597552415,277.77267959809745,349.99
72.7,1.069,78.0,60,80,90,30,0.8629999999999999,353.59,328.79999999999995,273.90033325929215,290.2899144299692,354.84999999999997
52.1,0.778,40.6,60,40,90,0,0.43299999999999994,315.07,305.67499999999995,273.55865633483404,274.5073871960498,340.30999999999995
63.0,0.934,59.0,60,60,90,0,0.9229999999999999,343.28999999999996,306.2,273.5949719092257,274.5296134724383,0.0
63.3,0.934,59.2,60,60,90,90,0.6729999999999998,348.96999999999997,304.45,273.5824349662088,274.2901754250991,306.53
62.5,0.923,57.9,60,60,90,0,1.4329999999999998,365.10999999999996,320.34999999999997,273.6115192303686,276.7360842154082,0.0
82.1,1.207,99.1,60,100,90,30,0.8429999999999999,352.16999999999996,311.67499999999995,273.78796551630944,277.14030074054574,329.90999999999997
82.6,1.213,100.3,60,100,90,0,1.773,368.13,360.17499999999995,274.3106032913963,285.5597743734525,371.28999999999996
64.3,0.948,61.2,60,60,90,60,0.7229999999999999,350.89,318.375,274.30238882327103,282.98272596994343,331.63
64.1,0.944,60.6,60,60,90,30,0.7129999999999999,350.19,313.125,274.06815031449105,277.43748177838694,349.99
74.3,1.1,81.8,60,80,90,90,0.3729999999999999,310.25,304.5,274.0189073598491,273.8641428428543,354.48999999999995
81.9,1.212,99.6,60,100,90,0,0.563,335.07,304.09999999999997,273.8370225614927,274.59337567297405,371.28999999999996
73.8,1.085,80.2,60,80,90,90,0.5229999999999999,340.75,305.4,274.2293516572461,274.12467943448087,354.48999999999995
82.4,1.225,101.1,60,100,90,0,0.5229999999999999,317.25,304.15,273.65497524691807,274.6309906594349,371.28999999999996
82.0,1.2,98.6,60,100,90,90,1.4329999999999998,373.61,341.34999999999997,276.9246523018683,292.85194575839313,363.90999999999997
63.2,0.936,59.3,60,60,90,90,0.5229999999999999,324.89,303.34999999999997,273.4935112807463,274.0217797887081,306.53
52.4,0.777,40.8,60,40,90,60,0.47299999999999986,326.89,303.95,273.4107680962081,274.2239335795724,349.57
62.9,0.93,58.7,60,60,90,0,1.263,361.72999999999996,311.2,273.9967585252006,276.78547337587094,0.0
53.3,0.79,42.2,60,40,90,0,0.7229999999999999,351.49,311.09999999999997,274.27605506082074,279.3674485656631,340.30999999999995
64.2,0.947,61.0,60,60,90,60,0.6129999999999999,346.21,321.75,274.04888820216973,281.917363723872,331.63
92.2,1.366,126.1,60,120,90,30,0.34299999999999986,306.83,303.075,273.7720932405998,273.91321687612367,0.0
82.0,1.204,98.8,60,100,90,60,0.9929999999999999,355.63,329.67499999999995,274.71268998844937,288.8860255464968,339.42999999999995
90.2,1.325,119.8,60,120,90,0,1.9729999999999999,370.22999999999996,363.54999999999995,273.78796551630944,283.2161147751586,0.0
51.9,0.772,40.2,60,40,90,0,0.4829999999999999,330.46999999999997,305.75,273.4363564212655,274.4866625103842,340.30999999999995
74.1,1.095,81.3,60,80,90,90,0.3829999999999999,314.78999999999996,304.72499999999997,274.00615419172016,273.95983537421705,354.48999999999995
82.4,1.205,99.5,60,100,90,90,1.3729999999999998,372.84999999999997,341.97499999999997,277.7013734190901,290.7020891444105,363.90999999999997
73.2,1.078,78.9,60,80,90,60,0.6129999999999999,347.89,316.9,275.0665072397463,286.7924582340085,341.54999999999995
89.9,1.322,119.1,60,120,90,0,1.533,360.45,351.95,276.93813938497516,279.19483250388294,0.0
81.9,1.203,98.6,60,100,90,60,0.9529999999999998,362.07,331.25,273.69497706373755,292.5611651719656,339.42999999999995
50.5,0.744,37.6,60,40,90,30,0.563,352.13,305.29999999999995,273.49205262752974,274.46021626713554,322.60999999999996
82.9,1.212,100.4,60,100,90,90,1.4529999999999998,371.77,340.25,278.49387499853805,291.71609813611894,363.90999999999997
72.4,1.064,77.1,60,80,90,30,0.8629999999999999,353.10999999999996,327.625,273.9297435475847,287.5473087762956,354.84999999999997
73.2,1.08,79.1,60,80,90,60,0.47299999999999986,340.07,304.09999999999997,274.49981480211176,274.38962359878576,341.54999999999995
52.3,0.777,40.7,60,40,90,60,0.47299999999999986,326.39,303.875,273.4107680962081,274.17428837085396,349.57
90.6,1.325,119.9,60,120,90,90,0.6429999999999999,368.28999999999996,310.09999999999997,274.82122709408384,278.599464805526,349.03
53.5,0.792,42.5,60,40,90,0,0.7229999999999999,351.87,312.025,274.50904378148755,279.7889632724796,340.30999999999995
74.3,1.088,81.0,60,80,90,90,0.9229999999999999,369.33,322.22499999999997,274.88982757766394,278.64931813955144,354.48999999999995
81.8,1.201,98.5,60,100,90,60,1.113,357.61,332.29999999999995,274.0206319543871,293.32167981767174,339.42999999999995
73.1,1.078,78.9,60,80,90,60,0.5329999999999999,345.95,304.22499999999997,274.27249721603215,274.20316981853193,341.54999999999995
90.8,1.326,120.8,60,120,90,90,0.6729999999999998,372.46999999999997,315.54999999999995,274.8724981857755,282.761451503285,349.03
