alpha,c3,c2,c1,c0
0,-3.9781250000000567e-07,0.00019149107142857303,-0.031423196428571575,2.150844000000004
30,1.9207291666666075e-06,-0.00026804107142855643,-0.007905470238096428,1.80209000000003
60,-1.3699999999999956e-06,0.0005376732142857134,-0.06816246428571424,3.1067799999999988
90,1.6870833333332546e-06,-0.00026070535714283773,-0.0038942261904776868,1.513564000000036
