alpha,c3,c2,c1,c0
0,-1.3993749999999988e-06,0.0004561607142857139,-0.05368196428571427,2.7366439999999983
30,1.5772916666666304e-06,-0.00018244285714284772,-0.014807059523810305,2.007674000000021
60,-3.655624999999949e-06,0.0010701339285714162,-0.10566242857142762,3.9393799999999763
90,1.4674999999999468e-06,-0.00026848214285712956,0.002492142857141815,1.270560000000026
